pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,1-0,1-0,1.0,3442050,,,79,,1,Deuce,Greg Gamal,Near,1.0,Body,-60.49859471,183.1097112859946,,,,,,50.57427274713048,-442.2107612,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,1st Serve In,Body,
15-0,1-0,1-0,,3443090,,,79,,2,Deuce,Greg Gamal,Near,,,,,,,,,,-102.1951772,442.9194881887475,Crosscourt,Forehand,,,,,,,,,,37.31932414696235,-340.3531441,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
15-0,1-0,1-0,,3444520,,,79,,3,Deuce,Greg Gamal,Near,,,,,,,,,,60.85360892385308,-513.6800798,Crosscourt,Forehand,,,,,,,,,,-105.4791065,309.9992946192625,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
15-0,1-0,1-0,,3445719,1.0,3445719.0,79,,4,Deuce,Greg Gamal,Near,,,,,,,,,,-126.0432141,554.1604658789788,Down the Line,Forehand,,,,,,,,,,-206.3632382,-403.0589895,,1.0,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,Greg Gamal,1,,,
15-15,1-0,1-0,1.0,3470449,,,80,,1,Ad,Greg Gamal,Near,1.0,Body,94.14674650038882,175.7823326770745,,,,,,-7.863670166,-433.2397146,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,1st Serve In,Body,
15-15,1-0,1-0,,3471590,,,80,,2,Ad,Greg Gamal,Near,,,,,,,,,,114.67988845138431,483.5882327,Down the Line,Backhand,,,,,,,,,,121.06853674534428,-290.2242946,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,,,,,Short
15-15,1-0,1-0,,3472790,,,80,,3,Deuce,Greg Gamal,Near,,,,,,,,,,107.20399715655005,-527.4356846,Crosscourt,Forehand,,,,,,,,,,-68.42752625,205.39518810138117,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
15-15,1-0,1-0,,3474350,,,80,,4,Deuce,Greg Gamal,Near,,,,,,,,,,-98.60675853,465.04806977228816,Crosscourt,Forehand,,,,,,,,,,24.544821741019692,-310.5712981,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
15-15,1-0,1-0,,3475689,,,80,,5,Deuce,Greg Gamal,Near,,,,,,,,,,59.283661417292215,-531.921227,Crosscourt,Forehand,,,,,,,,,,-78.68715004,284.1792541555837,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
15-15,1-0,1-0,,3477020,,,80,,6,Deuce,Greg Gamal,Near,,,,,,,,,,-102.5689851,508.1090933943131,Down the Line,Forehand,,,,,,,,,,-72.3704615,-434.45882,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,,,,,Deep
15-15,1-0,1-0,,3478389,,,80,,7,Ad,Greg Gamal,Near,,,,,,,,,,-70.01155949,-537.9019248,Down the Line,Backhand,,,,,,,,,,-10.49575131,346.9214621608007,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
15-15,1-0,1-0,,3479600,,,80,,8,Ad,Greg Gamal,Near,,,,,,,,,,4.459820647416769,436.93879046346626,Crosscourt,Backhand,,,,,,,,,,-106.3180118,-280.9898677,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
15-15,1-0,1-0,,3481050,1.0,3481050.0,80,,9,Ad,Greg Gamal,Near,,,,,,,,,,-111.1662238,-502.3167542,Down the Line,Backhand,,,,,,,,,,-33.75356518,-2.56023622,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,Cassius Chinlund,1,,,
15-30,1-0,1-0,1.0,3512290,,,81,,1,Deuce,Greg Gamal,Near,0.0,Body,-88.50816382,350.9564905947443,1.0,Body,-73.42983924,169.22029199466326,,41.19206036743279,-447.2943351,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,2nd Serve In,Body,
15-30,1-0,1-0,,3521300,,,81,,2,Deuce,Greg Gamal,Near,,,,,,,,,,-106.2321577,450.6943952316131,Down the Line,Backhand,,,,,,,,,,-53.92449694,-311.9912019,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,,,,,,,Short
15-30,1-0,1-0,,3522689,1.0,3522689.0,81,,3,Ad,Greg Gamal,Near,,,,,,,,,,-25.84782918,-490.056343,Crosscourt,Backhand,,,,,,,,,,43.210531496040666,-216.1720035,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,Cassius Chinlund,1,,,
15-40,1-0,1-0,1.0,3557520,,,82,1.0,1,Ad,Greg Gamal,Near,1.0,Body,56.74386482936701,244.99999999987344,,,,,,-18.94198928,-470.3200405,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,1st Serve In,Body,
15-40,1-0,1-0,,3558419,,,82,1.0,2,Ad,Greg Gamal,Near,,,,,,,,,,60.18078521431711,500.3341863514475,Down the Line,Forehand,,,,,,,,,,13.06035104986202,-193.9942749,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,,,,,,,Short
15-40,1-0,1-0,,3559889,,,82,1.0,3,Ad,Greg Gamal,Near,,,,,,,,,,-4.859312117,-490.9534285,Down the Line,Forehand,,,,,,,,,,-112.2800689,300.94514982486646,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,1.0,,,,,,Short
15-40,1-0,1-0,,3561090,,,82,1.0,4,Deuce,Greg Gamal,Near,,,,,,,,,,-131.2763342,559.5430938317319,Crosscourt,Forehand,,,,,,,,,,56.90290354327769,-433.9572452,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Deep
15-40,1-0,1-0,,3562620,,,82,1.0,5,Deuce,Greg Gamal,Near,,,,,,,,,,79.54327974624063,-566.0112041,Crosscourt,Forehand,,,,,,,,,,-73.88054462,391.5677055990978,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
15-40,1-0,1-0,,3564020,,,82,1.0,6,Deuce,Greg Gamal,Near,,,,,,,,,,-84.55209974,497.34383748880686,Crosscourt,Forehand,,,,,,,,,,87.51339676285943,-246.0921807,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
15-40,1-0,1-0,,3565320,,,82,1.0,7,Deuce,Greg Gamal,Near,,,,,,,,,,105.33503390195784,-508.8955217,Crosscourt,Forehand,,,,,,,,,,-86.79318679,393.6396872263933,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
15-40,1-0,1-0,,3566620,,,82,1.0,8,Deuce,Greg Gamal,Near,,,,,,,,,,-99.2048283,513.4917213470662,Crosscourt,Forehand,,,,,,,,,,64.58058836392114,-313.7273841,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
15-40,1-0,1-0,,3567919,,,82,1.0,9,Deuce,Greg Gamal,Near,,,,,,,,,,84.77639982497807,-521.7540409,Crosscourt,Forehand,,,,,,,,,,-96.82364939,452.68178587028234,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
15-40,1-0,1-0,,3569120,,,82,1.0,10,Deuce,Greg Gamal,Near,,,,,,,,,,-101.4475995,543.9932797460007,Down the Line,Forehand,,,,,,,,,,-85.68336067,-261.5096347,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,,,,,Short
15-40,1-0,1-0,,3570520,,,82,1.0,11,Ad,Greg Gamal,Near,,,,,,,,,,-70.72174103,-488.5611494,Crosscourt,Backhand,,,,,,,,,,24.840890201212012,305.9295877076285,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
15-40,1-0,1-0,,3571780,,,82,1.0,12,Ad,Greg Gamal,Near,,,,,,,,,,58.57344160101961,470.4306977250413,Down the Line,Backhand,,,,,,,,,,1.698862642168851,-370.0801017,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,,,,,Deep
15-40,1-0,1-0,,3573219,,,82,1.0,13,Ad,Greg Gamal,Near,,,,,,,,,,-5.905943788,-554.3488626,Crosscourt,Forehand,,,,,,,,,,24.935739282576797,494.3821194223168,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,1.0,,,,,,,Long
15-40,1-0,1-0,,3574580,1.0,3574580.0,82,1.0,14,Ad,Greg Gamal,Near,,,,,,,,,,34.463784995607746,489.5689304459413,Crosscourt,Backhand,,,,,,,,,,-65.41960849,-333.3361494,1.0,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,Cassius Chinlund,,,,Short
30-40,1-0,1-0,1.0,3602850,,,83,1.0,1,Deuce,Greg Gamal,Near,0.0,Body,-72.59070429,-239.6790354,1.0,Body,-86.26941164,244.80429243206947,,54.349595363051534,-416.1947069,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,2nd Serve In,Body,
30-40,1-0,1-0,,3623850,,,83,1.0,2,Deuce,Greg Gamal,Near,,,,,,,,,,-108.5496829,499.1380468063912,Down the Line,Backhand,,,,,,,,,,-103.9727745,-313.3991634,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,,,,,,,Short
30-40,1-0,1-0,,3625129,,,83,1.0,3,Ad,Greg Gamal,Near,,,,,,,,,,-86.34630906,-522.3521107,Crosscourt,Backhand,,,,,,,,,,42.497900262445235,413.7757874013611,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
30-40,1-0,1-0,,3626419,,,83,1.0,4,Ad,Greg Gamal,Near,,,,,,,,,,61.713336614141355,475.21525590526625,Crosscourt,Backhand,,,,,,,,,,-38.70719051,-314.1436024,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
30-40,1-0,1-0,,3628149,,,83,1.0,5,Ad,Greg Gamal,Near,,,,,,,,,,-58.34917979,-474.2074748,Down the Line,Backhand,,,,,,,,,,-54.98249672,354.2899496936052,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
30-40,1-0,1-0,,3629250,,,83,1.0,6,Deuce,Greg Gamal,Near,,,,,,,,,,-50.57427275,494.35348862616627,Down the Line,Forehand,,,,,,,,,,-29.44861111,-345.0122321,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,,,,,Short
30-40,1-0,1-0,,3630580,,,83,1.0,7,Ad,Greg Gamal,Near,,,,,,,,,,-30.01563867,-507.4003664,Down the Line,Backhand,,,,,,,,,,-157.5,386.1369641292844,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,14,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
30-40,1-0,1-0,,3631949,1.0,3631949.0,83,1.0,8,Deuce,Greg Gamal,Near,,,,,,,,,,-156.8437883,564.9257217844851,Crosscourt,Forehand,1.0,,,,,,,,,167.67411417314173,-406.4944554,,,1.0,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,14,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,Greg Gamal,1,,,
0-0,2-0,1-0,1.0,3654780,,,84,,1,Ad,Cassius Chinlund,Near,1.0,Body,55.73149059489684,210.2091043,,,,,,-3.445915354,-455.0692421,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,True,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Body,
0-0,2-0,1-0,,3655550,,,84,,2,Ad,Cassius Chinlund,Near,,,,,,,,,,77.30050853,521.2666283899318,Down the Line,Forehand,,,,,,,,,,17.305861767270148,-378.5702428,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Greg Gamal,,1.0,,,,,,Deep
0-0,2-0,1-0,,3657080,,,84,,3,Ad,Cassius Chinlund,Near,,,,,,,,,,-4.403745626,-530.7250875,Down the Line,Forehand,,,,,,,,,,-123.6552986,454.31668853869786,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Cassius Chinlund,,,,,,,,Deep
0-0,2-0,1-0,,3658649,,,84,,4,Deuce,Cassius Chinlund,Near,,,,,,,,,,-129.1083169,557.1508147416193,Crosscourt,Forehand,,,,,,,,,,117.27886045488256,-342.7125437,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,2-0,1-0,,3660179,,,84,,5,Deuce,Cassius Chinlund,Near,,,,,,,,,,134.26664479433134,-504.7090332,Crosscourt,Forehand,,,,,,,,,,-97.26114939,344.1072998685886,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
0-0,2-0,1-0,,3661520,,,84,,6,Deuce,Cassius Chinlund,Near,,,,,,,,,,-137.9298556,524.2569772525725,Down the Line,Forehand,,,,,,,,,,-69.39787292,-409.1541339,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
0-0,2-0,1-0,,3663020,,,84,,7,Ad,Cassius Chinlund,Near,,,,,,,,,,-50.57427275,-526.2395451,Crosscourt,Backhand,,,,,,,,,,25.87404855641708,452.9375109,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Deep
0-0,2-0,1-0,,3664280,,,84,,8,Ad,Cassius Chinlund,Near,,,,,,,,,,30.538954505671015,447.7040463689725,Crosscourt,Backhand,,,,,,,,,,-2.250158574,-247.4106901,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,2-0,1-0,,3666280,,,84,,9,Ad,Cassius Chinlund,Near,,,,,,,,,,-25.99733705,-459.8538003,Down the Line,Forehand,,,,,,,,,,-76.03857174,244.02800743644443,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Cassius Chinlund,,,,,,,,Short
0-0,2-0,1-0,,3667449,,,84,,10,Deuce,Cassius Chinlund,Near,,,,,,,,,,-97.70963473,536.2183727031351,Crosscourt,Forehand,,,,,,,,,,16.39997265965907,-325.2366962,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,2-0,1-0,,3668919,,,84,,11,Deuce,Cassius Chinlund,Near,,,,,,,,,,17.035629921251044,-501.4196686,Crosscourt,Forehand,,,,,,,,,,-98.83339348,454.9533792648568,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Deep
0-0,2-0,1-0,,3670179,,,84,,12,Deuce,Cassius Chinlund,Near,,,,,,,,,,-97.33586505,539.8067913383038,Crosscourt,Forehand,,,,,,,,,,24.07229877514067,-348.5435805,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,2-0,1-0,,3671580,1.0,3671580.0,84,,13,Deuce,Cassius Chinlund,Near,,,,,,,,,,38.35121937880784,-483.7765912,Down the Line,Forehand,,,,,,,,,,83.80452209094533,-96.15813648,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,,1.0,,Greg Gamal,1,,,
0-15,2-0,1-0,1.0,3720449,,,85,,1,Deuce,Cassius Chinlund,Far,1.0,Wide,126.29070975496538,-180.2318187,,,,,,-17.1010444,440.5272091,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Wide,
0-15,2-0,1-0,,3721330,1.0,3721330.0,85,,2,Deuce,Cassius Chinlund,Far,,,,,,,,,,179.12191601040615,-413.5034121,Down the Line,Forehand,,,,,,,,,,129.6903871390406,323.2085793961584,1.0,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,Greg Gamal,,,,Short
15-15,2-0,1-0,1.0,3741919,,,86,,1,Ad,Cassius Chinlund,Far,1.0,Body,-95.86846019,-172.6876422,,,,,,35.11789151354266,441.7233486436913,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,15,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Body,
15-15,2-0,1-0,,3742929,,,86,,2,Ad,Cassius Chinlund,Far,,,,,,,,,,-165.964381,-502.3167542,Down the Line,Backhand,,,,,,,,,,-90.16293198,416.7074202,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
15-15,2-0,1-0,,3744280,,,86,,3,Deuce,Cassius Chinlund,Far,,,,,,,,,,-51.28449256,500.3341863514475,Crosscourt,Forehand,,,,,,,,,,98.44350941,-367.5579888,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Deep
15-15,2-0,1-0,,3745780,,,86,,4,Deuce,Cassius Chinlund,Far,,,,,,,,,,106.60592738402192,-515.4742892,Crosscourt,Forehand,,,,,,,,,,-52.02123797,288.4012248467451,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
15-15,2-0,1-0,,3747120,,,86,,5,Deuce,Cassius Chinlund,Far,,,,,,,,,,-78.57140201,485.9805118107725,Down the Line,Forehand,,,,,,,,,,-122.7977526,-293.9480588,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,,1.0,,,,,,Short
15-15,2-0,1-0,,3748649,,,86,,6,Ad,Cassius Chinlund,Far,,,,,,,,,,-111.3904856,-498.7283355,Crosscourt,Backhand,,,,,,,,,,22.80684055116932,381.4039261,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
15-15,2-0,1-0,,3749780,,,86,,7,Ad,Cassius Chinlund,Far,,,,,,,,,,43.84599737530543,455.4789534118381,Down the Line,Backhand,,,,,,,,,,142.72907370946257,-224.8748086,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Cassius Chinlund,,1.0,,,,,,Short
15-15,2-0,1-0,,3751250,,,86,,8,Deuce,Cassius Chinlund,Far,,,,,,,,,,143.98530730526244,-503.8119477,Down the Line,Forehand,,,,,,,,,,91.078926071694,422.1261811021442,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
15-15,2-0,1-0,,3752350,,,86,,9,Ad,Cassius Chinlund,Far,,,,,,,,,,60.591951006092934,476.4113954503225,Crosscourt,Backhand,,,,,,,,,,-61.87857612,-203.6864119,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,15,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
15-15,2-0,1-0,,3754280,,,86,,10,Ad,Cassius Chinlund,Far,,,,,,,,,,-85.8230315,-416.7927767,Crosscourt,Backhand,,,,,,,,,,89.84902668411807,368.29144247575033,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
15-15,2-0,1-0,,3755350,,,86,,11,Ad,Cassius Chinlund,Far,,,,,,,,,,127.5383694225063,517.08014,Down the Line,Backhand,,,,,,,,,,66.42861439,-346.6674213,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Cassius Chinlund,,1.0,,,,,,Short
15-15,2-0,1-0,,3756750,1.0,3756750.0,86,,12,Deuce,Cassius Chinlund,Far,,,,,,,,,,45.11689085736952,-474.2074748,Crosscourt,Forehand,,,,,,,,,,-158.0680993,324.06237423430326,,,1.0,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,15,False,,Greg Gamal,Greg Gamal,,,,Cassius Chinlund,1,,,
