pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-30,4-1,0-0,,1230489,,,35,,2,Deuce,Greg Gamal,Near,,,,,,,,,,-72.96451225,488.37279090088504,Crosscourt,Backhand,,,,,,,,,,98.21534339452494,-290.2656715,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,6,False,,Cassius Chinlund,Cassius Chinlund,,,,,,,,Short
15-30,4-1,0-0,,1232239,,,35,,3,Deuce,Greg Gamal,Near,,,,,,,,,,97.48537292208437,-463.741273,Down the Line,Forehand,,,,,,,,,,103.0472113,243.39269466304137,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,6,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
15-30,4-1,0-0,,1233479,1.0,1233479.0,35,,4,Ad,Greg Gamal,Near,,,,,,,,,,87.24343285209842,578.0832567801037,Crosscourt,Backhand,,,,,,,,,,-15.92932524,-488.7561297,,,,,1.0,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,6,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,Greg Gamal,1,,,Long
30-30,4-1,0-0,1.0,1252880,,,36,,1,Ad,Greg Gamal,Near,1.0,Body,63.13373797,158.02151684156317,,,,,,-21.25017498,-458.059591,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,6,False,,Cassius Chinlund,Greg Gamal,,,,,,1st Serve In,Body,
30-30,4-1,0-0,,1253810,,,36,,2,Ad,Greg Gamal,Near,,,,,,,,,,84.4773458,491.3631397635256,Crosscourt,Backhand,,,,,,,,,,-43.70173338,-332.5381234,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,6,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
30-30,4-1,0-0,,1255339,,,36,,3,Ad,Greg Gamal,Near,,,,,,,,,,-61.63858268,-494.5418471,Crosscourt,Backhand,,,,,,,,,,59.91924213,388.94458114590583,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,6,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
30-30,4-1,0-0,,1256510,,,36,,4,Ad,Greg Gamal,Near,,,,,,,,,,75.28203740153592,502.7264654,Crosscourt,Backhand,,,,,,,,,,-121.0779528,-334.4359471,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,6,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
30-30,4-1,0-0,,1258089,,,36,,5,Ad,Greg Gamal,Near,,,,,,,,,,-147.6484799,-507.4003664,Down the Line,Backhand,,,,,,,,,,-81.07648185,454.19213692015035,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,6,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Deep
30-30,4-1,0-0,,1259069,1.0,1259069.0,36,,6,Deuce,Greg Gamal,Near,,,,,,,,,,-74.12325569,499.1380468063912,Down the Line,Forehand,,,,,,,,,,-112.5866251,44.68731408571622,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,6,False,,Cassius Chinlund,Cassius Chinlund,,1.0,,Greg Gamal,1,,,
40-30,4-1,0-0,1.0,1294709,,,37,,1,Deuce,Greg Gamal,Near,1.0,Wide,-136.7973316,244.02800743644443,,,,,,41.00515638668048,-409.0178696,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,6,False,,Cassius Chinlund,Greg Gamal,,,,,,1st Serve In,Wide,
40-30,4-1,0-0,,1295510,,,37,,2,Deuce,Greg Gamal,Near,,,,,,,,,,-94.569778,463.2538604547038,Crosscourt,Backhand,,,,,,,,,,1.1559875328078018,-215.3270122,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,6,False,,Cassius Chinlund,Cassius Chinlund,,,,,,,,Short
40-30,4-1,0-0,,1296939,,,37,,3,Deuce,Greg Gamal,Near,,,,,,,,,,27.810225284325092,-453.5740868,Crosscourt,Forehand,,,,,,,,,,-90.85187008,300.9647090987072,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,6,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
40-30,4-1,0-0,,1297979,,,37,,4,Deuce,Greg Gamal,Near,,,,,,,,,,-105.0360182,533.8260936130225,Crosscourt,Forehand,,,,,,,,,,141.2986056429716,-244.1921752,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,6,False,,Cassius Chinlund,Cassius Chinlund,1.0,,,,,,,Short
40-30,4-1,0-0,,1299640,1.0,1299640.0,37,,5,Deuce,Greg Gamal,Near,,,,,,,,,,126.34222987745004,-413.8024278,Down the Line,Forehand,1.0,,,,,,,,,105.20500874885204,124.3986275152463,1.0,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,6,False,,Cassius Chinlund,Greg Gamal,,,,Greg Gamal,,,,Short
0-0,5-1,0-0,1.0,1321239,,,38,,1,Ad,Cassius Chinlund,Near,0.0,Body,52.74229002621948,-1.364096675,1.0,Body,68.23710083111085,188.71947178467937,,-17.36270232,-458.6576608,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,True,,Greg Gamal,Cassius Chinlund,,,,,,2nd Serve In,Body,
0-0,5-1,0-0,,1339709,,,38,,2,Ad,Cassius Chinlund,Near,,,,,,,,,,79.16947178,505.1187445316725,Down the Line,Backhand,,,,,,,,,,125.09146981620836,-173.1058891,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,5-1,0-0,,1341079,,,38,,3,Deuce,Cassius Chinlund,Near,,,,,,,,,,120.06251640413744,-540.8922736,Crosscourt,Forehand,,,,,,,,,,-118.2058399,280.4238735781579,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
0-0,5-1,0-0,,1342479,,,38,,4,Deuce,Cassius Chinlund,Near,,,,,,,,,,-148.7698655,501.53032589650377,Crosscourt,Forehand,,,,,,,,,,2.0930336832885077,-229.5662402,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,5-1,0-0,,1344010,,,38,,5,Deuce,Cassius Chinlund,Near,,,,,,,,,,63.39539588798125,-464.0402887,Crosscourt,Forehand,,,,,,,,,,-79.13031496,234.6150973314624,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
0-0,5-1,0-0,,1345140,,,38,,6,Deuce,Cassius Chinlund,Near,,,,,,,,,,-114.4555884,539.2087215657756,Crosscourt,Forehand,,,,,,,,,,44.752690288690786,-343.8798228,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,5-1,0-0,,1346739,,,38,,7,Deuce,Cassius Chinlund,Near,,,,,,,,,,74.34755577423981,-496.6351105,Crosscourt,Forehand,,,,,,,,,,-114.8256835,331.21616907244476,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
0-0,5-1,0-0,,1348010,,,38,,8,Deuce,Cassius Chinlund,Near,,,,,,,,,,-145.1066929,591.2407917757225,Down the Line,Forehand,,,,,,,,,,-24.53326225,-419.5777723,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
0-0,5-1,0-0,,1349479,,,38,,9,Ad,Cassius Chinlund,Near,,,,,,,,,,-6.775010936,-551.0594598,Down the Line,Forehand,,,,,,,,,,-80.91549103,245.1784448817631,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,,,,,,,,Short
0-0,5-1,0-0,,1350910,,,38,,10,Deuce,Cassius Chinlund,Near,,,,,,,,,,-95.84067148,531.4338145,Down the Line,Forehand,,,,,,,,,,-56.54746829,-322.7783902,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
0-0,5-1,0-0,,1352339,,,38,,11,Ad,Cassius Chinlund,Near,,,,,,,,,,-34.33295604,-545.078762,Crosscourt,Backhand,,,,,,,,,,0.6595417760276557,439.5224136043224,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Deep
0-0,5-1,0-0,,1353469,,,38,,12,Ad,Cassius Chinlund,Near,,,,,,,,,,9.812095363074548,475.21525590526625,Crosscourt,Backhand,,,,,,,,,,-12.77588036,-352.1491087,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
0-0,5-1,0-0,,1355109,1.0,1355109.0,38,,13,Ad,Cassius Chinlund,Near,,,,,,,,,,-5.887264873,-502.3167542,Crosscourt,Forehand,,,,,,,,,,47.76439741904794,300.36744313195334,1.0,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,,,Cassius Chinlund,,,,Short
0-15,5-1,0-0,1.0,1388540,,,39,,1,Deuce,Cassius Chinlund,Far,1.0,Wide,108.05901684158898,-177.5384569,,,,,,-31.13702428,477.0094652228506,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Wide,
0-15,5-1,0-0,,1389390,,,39,,2,Deuce,Cassius Chinlund,Far,,,,,,,,,,153.1058618,-464.0402887,Down the Line,Forehand,,,,,,,,,,101.78182961499554,442.72389545034,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
0-15,5-1,0-0,,1390609,,,39,,3,Ad,Cassius Chinlund,Far,,,,,,,,,,85.44922353451405,477.6075349953788,Crosscourt,Backhand,1.0,,,,,,,,,-28.86324913,-181.9336286,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
0-15,5-1,0-0,,1392510,,,39,,4,Ad,Cassius Chinlund,Far,,,,,,,,,,-59.13415354,-312.1306048,Crosscourt,Forehand,1.0,,,,,,,,,90.08412073,327.8541174538988,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,7,False,,Greg Gamal,Greg Gamal,1.0,,,,,,,Short
0-15,5-1,0-0,,1393770,1.0,1393770.0,39,,5,Ad,Cassius Chinlund,Far,,,,,,,,,,113.93227252837508,522.4627679349882,Crosscourt,Backhand,,,,,,,,,,-186.4145396,-422.0530348,,1.0,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,Greg Gamal,1,,,
0-30,5-1,0-0,1.0,1410069,,,40,,1,Ad,Cassius Chinlund,Far,1.0,Body,-85.61300853,-238.9525098,,,,,,28.65127405947776,407.0353018,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,7,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Body,
0-30,5-1,0-0,,1411089,1.0,1411089.0,40,,2,Ad,Cassius Chinlund,Far,,,,,,,,,,-133.6686133,-508.8955217,Crosscourt,Forehand,,,,,,,,,,40.070674759384374,366.7478674538788,1.0,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,1.0,,,Greg Gamal,,,,Deep
15-30,5-1,0-0,1.0,1431939,,,41,,1,Deuce,Cassius Chinlund,Far,1.0,Body,59.74745735,-223.2594269,,,,,,-33.94046916,482.39209317560375,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,7,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Body,
15-30,5-1,0-0,,1433189,,,41,,2,Deuce,Cassius Chinlund,Far,,,,,,,,,,102.6437391,-536.1077154,Crosscourt,Backhand,,,,,,,,,,-9.066354987,205.6229713472253,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,1.0,,,,,,,Short
15-30,5-1,0-0,,1434469,,,41,,3,Deuce,Cassius Chinlund,Far,,,,,,,,,,-24.78251859,426.1735346,Down the Line,Backhand,,,,,,,,,,-49.14146982,-282.6225503,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,,,,,,,,Short
15-30,5-1,0-0,,1435709,,,41,,4,Ad,Cassius Chinlund,Far,,,,,,,,,,-70.42272528,-536.1077154,Crosscourt,Backhand,,,,,,,,,,58.06612532805399,499.3863462377122,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Long
15-30,5-1,0-0,,1437010,1.0,1437010.0,41,,5,Ad,Cassius Chinlund,Far,,,,,,,,,,62.08710629918052,494.35348862616627,Down the Line,Backhand,,,,,,,,,,77.30050853,38.70661636043497,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,1.0,,Greg Gamal,1,,,
30-30,5-1,0-0,1.0,1460209,,,42,,1,Ad,Cassius Chinlund,Far,1.0,Wide,-114.2742345,-145.8525481,,,,,,39.88377077863207,421.3889764,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,7,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,Wide,
30-30,5-1,0-0,,1461189,,,42,,2,Ad,Cassius Chinlund,Far,,,,,,,,,,-176.5800908,-490.9534285,Down the Line,Backhand,,,,,,,,,,-32.97391185,435.34308289566314,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
30-30,5-1,0-0,,1462439,,,42,,3,Ad,Cassius Chinlund,Far,,,,,,,,,,6.247025371825294,466.84227908987253,Down the Line,Forehand,,,,,,,,,,37.39067147854586,-284.2522474,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,,,,,,,,Short
30-30,5-1,0-0,,1464239,,,42,,4,Deuce,Cassius Chinlund,Far,,,,,,,,,,49.15387139105073,-516.9694827,Down the Line,Forehand,,,,,,,,,,34.93914041992946,243.81109470678564,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
30-30,5-1,0-0,,1465339,,,42,,5,Ad,Cassius Chinlund,Far,,,,,,,,,,25.99733705160512,439.33106955357874,Crosscourt,Backhand,,,,,,,,,,-2.828630796,-274.0099245,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
30-30,5-1,0-0,,1467140,1.0,1467140.0,42,,6,Ad,Cassius Chinlund,Far,,,,,,,,,,-14.84893373,-472.1142498,Crosscourt,Forehand,,,,,,,,,,136.13308180220437,453.7078248029152,1.0,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Greg Gamal,1.0,,,Greg Gamal,,,,Deep
30-40,5-1,0-0,1.0,1485170,,,43,1.0,1,Deuce,Cassius Chinlund,Far,1.0,T,42.467355643022685,-197.3298775,,,,,,-23.36211724,468.03841863492875,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,7,False,,Greg Gamal,Cassius Chinlund,,,,,,1st Serve In,T,
30-40,5-1,0-0,,1486170,,,43,1.0,2,Deuce,Cassius Chinlund,Far,,,,,,,,,,55.05981517932414,-550.760444,Crosscourt,Backhand,,,,,,,,,,-9.177241907,406.5418416445845,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Greg Gamal,1.0,,,,,,,Deep
30-40,5-1,0-0,,1487489,,,43,1.0,3,Deuce,Cassius Chinlund,Far,,,,,,,,,,-8.363637358,429.7619531931288,Down the Line,Backhand,,,,,,,,,,-74.99224628,-311.0930829,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,,,,,,,,Short
30-40,5-1,0-0,,1488969,,,43,1.0,4,Ad,Cassius Chinlund,Far,,,,,,,,,,-90.45804353,-505.307103,Crosscourt,Backhand,,,,,,,,,,9.83919510060734,394.4335028431907,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
30-40,5-1,0-0,,1490109,,,43,1.0,5,Ad,Cassius Chinlund,Far,,,,,,,,,,42.42555774276023,470.4306977250413,Crosscourt,Backhand,,,,,,,,,,-13.37314633,-271.9813484,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
30-40,5-1,0-0,,1491609,,,43,1.0,6,Ad,Cassius Chinlund,Far,,,,,,,,,,-34.38903106,-487.0659941,Down the Line,Forehand,,,,,,,,,,-140.1183126,450.92853237072075,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,1.0,,,,,,Deep
30-40,5-1,0-0,,1492939,,,43,1.0,7,Deuce,Cassius Chinlund,Far,,,,,,,,,,-129.8558946,576.8871172350475,Down the Line,Forehand,,,,,,,,,,-9.877127078,-380.4296369,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,1.0,,,,,,Deep
30-40,5-1,0-0,,1494439,,,43,1.0,8,Deuce,Cassius Chinlund,Far,,,,,,,,,,6.485334645665941,-534.3135061,Down the Line,Forehand,,,,,,,,,,147.53185148723787,448.1606080487624,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Deep
30-40,5-1,0-0,,1496010,,,43,1.0,9,Ad,Cassius Chinlund,Far,,,,,,,,,,148.24654964996716,615.1635826768475,Crosscourt,Backhand,1.0,,,,,,,,,-61.30021872,-257.2870133,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,7,False,,Greg Gamal,Cassius Chinlund,1.0,,,,,,,Short
30-40,5-1,0-0,,1498069,,,43,1.0,10,Ad,Cassius Chinlund,Far,,,,,,,,,,-78.7957021,-358.1819773,Crosscourt,Forehand,1.0,,,,,,,,,82.08759295708795,183.5818514872192,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,,7,False,,Greg Gamal,Greg Gamal,1.0,,,,,,,Short
30-40,5-1,0-0,,1499839,,,43,1.0,11,Ad,Cassius Chinlund,Far,,,,,,,,,,114.60513451437647,477.0094652228506,Down the Line,Backhand,,,,,,,,,,137.14591535425987,-278.1556102,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,1.0,,,,,,Short
30-40,5-1,0-0,,1501369,,,43,1.0,12,Deuce,Cassius Chinlund,Far,,,,,,,,,,113.1846948818313,-442.2107612,Crosscourt,Forehand,,,,,,,,,,-87.91625656,265.07600612409755,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
30-40,5-1,0-0,,1502270,1.0,1502270.0,43,1.0,13,Deuce,Cassius Chinlund,Far,,,,,,,,,,-87.91625656,311.3441382,Down the Line,,,1.0,,,,,,,,-82.3093668,227.35221456681165,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,,,Greg Gamal,1,,,
40-40,5-1,0-0,1.0,1529969,,,44,1.0,1,Ad,Cassius Chinlund,Far,0.0,Wide,-141.4350995,-282.9316328,1.0,Body,-99.0374836,-213.6054134,,39.921166885368706,485.9805118107725,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,7,False,,Greg Gamal,Cassius Chinlund,,,,,,2nd Serve In,Body,
40-40,5-1,0-0,,1540790,,,44,1.0,2,Ad,Cassius Chinlund,Far,,,,,,,,,,-132.6967356,-496.9341262,Crosscourt,Backhand,,,,,,,,,,30.916437007858047,242.86574256330405,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,,,,,Short
40-40,5-1,0-0,,1542010,,,44,1.0,3,Ad,Cassius Chinlund,Far,,,,,,,,,,67.88093832,440.5272091,Down the Line,Backhand,,,,,,,,,,133.84912510929215,-247.1401137,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,1.0,,7,False,,Greg Gamal,Cassius Chinlund,,1.0,,,,,,Short
40-40,5-1,0-0,,1543290,1.0,1543290.0,44,1.0,4,Deuce,Cassius Chinlund,Far,,,,,,,,,,140.6211504811172,-542.3874672,Down the Line,Forehand,,,,,,,,,,79.16947178,-173.3091371,,,,1.0,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,7,False,,Greg Gamal,Greg Gamal,,,,Cassius Chinlund,1,,,
0-0,5-2,0-0,1.0,1572339,,,45,,1,Deuce,Greg Gamal,Far,1.0,T,49.50138342079682,-194.1148075,,,,,,-36.55701006,482.39209317560375,,,,,,,,,,,,,,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,,,1.0,8,True,,Cassius Chinlund,Greg Gamal,,,,,,1st Serve In,T,
0-0,5-2,0-0,,1573390,,,45,,2,Deuce,Greg Gamal,Far,,,,,,,,,,93.52314633,-534.9115759,Crosscourt,Backhand,,,,,,,,,,-83.82454068,242.68174759392537,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,8,False,,Cassius Chinlund,Cassius Chinlund,,,,,,,,Short
0-0,5-2,0-0,,1574810,,,45,,3,Deuce,Greg Gamal,Far,,,,,,,,,,-101.1485455,484.1863024931881,Down the Line,Forehand,,,,,,,,,,-5.917350175,-300.0568296,,,,,,UCLA,1/17/26,,UCI at UCLA,,,,UCI,Cassius Chinlund,Greg Gamal,Left,Right,,Hard,,1.0,,,8,False,,Cassius Chinlund,Greg Gamal,,,,,,,,Short
