pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-15,0-0,1-1,,8152848.0,,,163,,5,Ad,David Fix,Far,,,,,,,,,,81.93555884,447.7040464,Crosscourt,Backhand,,,,,,,,,,-75.58231627,-354.8608049,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,,,,,,,Deep
0-15,0-0,1-1,,8154348.0,,,163,,6,Ad,David Fix,Far,,,,,,,,,,-123.5761811,-526.8376148,Down the Line,Forehand,,,,,,,,,,-104.2410542,333.204287,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,0-0,1-1,,8155649.0,,,163,,7,Deuce,David Fix,Far,,,,,,,,,,-78.7957021,554.1604659,Crosscourt,Forehand,,,,,,,,,,94.20308946,-276.4534175,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,,,,,,,Short
0-15,0-0,1-1,,8157029.0,,,163,,8,Deuce,David Fix,Far,,,,,,,,,,133.1452975,-545.078762,Down the Line,Backhand,,,,,,,,,,55.51936242,322.0190234,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,0-0,1-1,,8158808.0,,,163,,9,Ad,David Fix,Far,,,,,,,,,,22.3902395,484.1863025,Down the Line,Forehand,,,,,,,,,,120.5998031,-247.9410105,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
0-15,0-0,1-1,,8160249.0,,,163,,10,Deuce,David Fix,Far,,,,,,,,,,143.0881835,-493.9437773,Crosscourt,Backhand,,,,,,,,,,-93.47931977,277.0129429,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,0-0,1-1,,8162079.0,,,163,,11,Deuce,David Fix,Far,,,,,,,,,,-120.5858322,513.4917213,Crosscourt,Forehand,,,,,,,,,,100.8300087,-175.2491798,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,David Fix,,,,,,,,Short
0-15,0-0,1-1,,8163449.0,,,163,,12,Deuce,David Fix,Far,,,,,,,,,,150.040759,-391.0757765,Down the Line,Backhand,1.0,,,,,,,,,66.79691054,190.9153543,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,27,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,0-0,1-1,,8164548.0,,,163,,13,Ad,David Fix,Far,,,,,,,,,,66.79691054,237.1834864,Crosscourt,,,1.0,,,,,,1,,-122.9033574,-336.8812008,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,David Fix,,,,,,,,Short
0-15,0-0,1-1,,8165449.0,1.0,8165449.0,163,,14,Ad,David Fix,Far,,,,,,,,,,-122.9033574,-356.9858377,Down the Line,,,1.0,,,,,,,,-144.2843231,-420.0129374,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,Gianluca Ballotta,,,,David Fix,1,,,
0-30,0-0,1-1,1.0,8198539.0,,,164,,1,Deuce,David Fix,Far,1.0,T,40.85939961,-157.8054079,,,,,,-24.89466864,433.3503718,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,David Fix,,,,,,1st Serve In,T,
0-30,0-0,1-1,,8199539.0,,,164,,2,Deuce,David Fix,Far,,,,,,,,,,106.9797353,-558.535351,Down the Line,Forehand,,,,,,,,,,21.48569007,240.9284941,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
0-30,0-0,1-1,,8201008.0,,,164,,3,Ad,David Fix,Far,,,,,,,,,,6.546079396,466.8422791,Down the Line,Forehand,,,,,,,,,,91.70987533,-212.8953467,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
0-30,0-0,1-1,,8202539.0,,,164,,4,Deuce,David Fix,Far,,,,,,,,,,139.9483268,-482.2814359,Crosscourt,Backhand,,,,,,,,,,-84.76836177,319.913435,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,0-0,1-1,,8203949.0,1.0,8203949.0,164,,5,Deuce,David Fix,Far,,,,,,,,,,-97.56012686,456.675093,Crosscourt,Forehand,,,,,,,,,,45.97661855,227.953423,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,,,Gianluca Ballotta,1,,,
0-40,0-0,1-1,1.0,8229808.0,,,165,1.0,1,Ad,David Fix,Far,0.0,T,-30.39671916,-264.3665518,1.0,T,-26.9166612,-126.5487314,,38.94928915,446.5079068,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,David Fix,,,,,,2nd Serve In,T,
0-40,0-0,1-1,,8240859.0,,,165,1.0,2,Ad,David Fix,Far,,,,,,,,,,-87.84150262,-570.4967465,Crosscourt,Backhand,,,,,,,,,,68.08016732,321.6070155,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,27,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-40,0-0,1-1,,8242709.0,,,165,1.0,3,Ad,David Fix,Far,,,,,,,,,,99.13007437,500.9322561,Down the Line,Forehand,,,,,,,,,,85.89135499,-234.4763069,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
0-40,0-0,1-1,,8244338.0,,,165,1.0,4,Deuce,David Fix,Far,,,,,,,,,,82.83264436,-534.9115759,Crosscourt,Forehand,,,,,,,,,,-62.95739829,331.6774005,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-40,0-0,1-1,,8245949.0,,,165,1.0,5,Deuce,David Fix,Far,,,,,,,,,,-76.62768482,535.6203029,Crosscourt,Forehand,,,,,,,,,,71.29186899,-331.1599409,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,,,,,,,Short
0-40,0-0,1-1,,8247449.0,,,165,1.0,6,Deuce,David Fix,Far,,,,,,,,,,95.99017935,-510.3907152,Down the Line,Forehand,,,,,,,,,,67.40944882,320.8497922,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
0-40,0-0,1-1,,8248838.0,1.0,8248838.0,165,1.0,7,Ad,David Fix,Far,,,,,,,,,,54.46174541,465.0480698,Crosscourt,Backhand,,,,,,,,,,-180.1109033,-349.1210575,,1.0,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,27,,Gianluca Ballotta,David Fix,,,,Gianluca Ballotta,1,,,
0-0,1-0,1-1,1.0,8310779.0,,,166,,1,Deuce,Gianluca Ballotta,Far,1.0,T,19.28012358,-129.4563648,,,,,,-25.47402122,434.5465114,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,28,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,T,
0-0,1-0,1-1,,8312128.0,,,166,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,36.81866798,-550.760444,Down the Line,Backhand,,,,,,,,,,6.079068241,332.9080271,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,David Fix,,1.0,,,,,,Short
0-0,1-0,1-1,,8313439.0,,,166,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,18.29718395,429.7619532,Crosscourt,Forehand,,,,,,,,,,-81.56783683,-333.4737916,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8314939.0,,,166,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-99.50384405,-522.9501804,Crosscourt,Backhand,,,,,,,,,,12.63314742,260.2104167,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8316378.0,,,166,,5,Ad,Gianluca Ballotta,Far,,,,,,,,,,53.48986767,485.9805118,Crosscourt,Forehand,,,,,,,,,,-118.3268318,-328.2859525,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8318039.0,,,166,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-146.1532863,-502.0177384,Down the Line,Backhand,,,,,,,,,,-10.4118493,410.5525262,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Deep
0-0,1-0,1-1,,8319338.0,,,166,,7,Ad,Gianluca Ballotta,Far,,,,,,,,,,15.09191273,472.8229768,Down the Line,Forehand,,,,,,,,,,118.1703959,-333.8697999,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8320739.0,,,166,,8,Deuce,Gianluca Ballotta,Far,,,,,,,,,,144.9571468,-497.2331802,Crosscourt,Forehand,,,,,,,,,,-124.6846675,325.5125164,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8322039.0,,,166,,9,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-155.7971566,473.4210466,Down the Line,Backhand,,,,,,,,,,-66.00148731,-185.0298119,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8323539.0,,,166,,10,Ad,Gianluca Ballotta,Far,,,,,,,,,,-31.13702428,-543.2845527,Down the Line,Forehand,,,,,,,,,,-112.8649716,369.7378336,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,1.0,,,,,,Deep
0-0,1-0,1-1,,8324939.0,,,166,,11,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-114.5303806,538.012582,Crosscourt,Backhand,,,,,,,,,,132.5725284,-245.7319226,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8326428.0,,,166,,12,Deuce,Gianluca Ballotta,Far,,,,,,,,,,159.0865595,-506.5032426,Crosscourt,Forehand,,,,,,,,,,-62.1124836,274.1540737,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8327739.0,,,166,,13,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-132.9957513,497.3438375,Down the Line,Backhand,,,,,,,,,,-8.976060805,-422.9257765,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Deep
0-0,1-0,1-1,,8329138.0,,,166,,14,Ad,Gianluca Ballotta,Far,,,,,,,,,,-7.485230752,-571.0948163,Crosscourt,Backhand,,,,,,,,,,13.01219926,240.6924814,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8330609.0,,,166,,15,Ad,Gianluca Ballotta,Far,,,,,,,,,,12.52206912,474.6171861,Down the Line,Forehand,,,,,,,,,,101.4438484,-230.8491142,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8331989.0,,,166,,16,Deuce,Gianluca Ballotta,Far,,,,,,,,,,114.4555884,-493.0466918,Crosscourt,Forehand,,,,,,,,,,-70.88793745,219.9121883,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8333409.0,,,166,,17,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-137.2570319,517.08014,Down the Line,Backhand,,,,,,,,,,-74.25404637,-358.4063156,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,Gianluca Ballotta,,,,,,,,Deep
0-0,1-0,1-1,,8334789.0,,,166,,18,Ad,Gianluca Ballotta,Far,,,,,,,,,,-65.00270122,-531.6222113,Crosscourt,Backhand,,,,,,,,,,62.47067476,309.4843613,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8336178.0,,,166,,19,Ad,Gianluca Ballotta,Far,,,,,,,,,,90.45804353,506.3148841,Crosscourt,Forehand,,,,,,,,,,-124.6043252,-332.6283793,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8337588.0,,,166,,20,Ad,Gianluca Ballotta,Far,,,,,,,,,,-140.1725886,-509.4935914,Crosscourt,Backhand,,,,,,,,,,37.44326334,244.386811,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8338878.0,,,166,,21,Ad,Gianluca Ballotta,Far,,,,,,,,,,82.38412073,514.0897911,Crosscourt,Forehand,,,,,,,,,,-57.73602909,-268.5345144,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8340258.0,,,166,,22,Ad,Gianluca Ballotta,Far,,,,,,,,,,-90.30853565,-467.3296916,Down the Line,Backhand,1.0,,,,,,,,,-61.5694171,454.5181759,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,28,,David Fix,David Fix,,,,,,,,Deep
0-0,1-0,1-1,,8342239.0,,,166,,23,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-36.96817585,488.3727909,Down the Line,Forehand,,,,,,,,,,-99.98685477,-303.051542,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,Gianluca Ballotta,,1.0,,,,,,Short
0-0,1-0,1-1,,8343638.0,,,166,,24,Ad,Gianluca Ballotta,Far,,,,,,,,,,-108.8486986,-522.6511264,Crosscourt,Backhand,,,,,,,,,,87.51802822,184.2189633,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8345138.0,,,166,,25,Ad,Gianluca Ballotta,Far,,,,,,,,,,140.5463965,529.6396052,Crosscourt,Forehand,,,,,,,,,,-88.80136155,-250.0276903,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8346789.0,,,166,,26,Ad,Gianluca Ballotta,Far,,,,,,,,,,-142.191098,-507.4003664,Crosscourt,Backhand,,,,,,,,,,90.45804353,244.9846129,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8348308.0,,,166,,27,Ad,Gianluca Ballotta,Far,,,,,,,,,,173.8887959,570.9064195,Crosscourt,Forehand,1.0,,,,,,,,,-86.01839458,-284.4177548,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8350039.0,,,166,,28,Ad,Gianluca Ballotta,Far,,,,,,,,,,-101.2232994,-389.8796369,Crosscourt,Backhand,,,,,,,,,,89.05674213,288.3002133,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-0,1-0,1-1,,8351239.0,,,166,,29,Ad,Gianluca Ballotta,Far,,,,,,,,,,115.50222,514.6878609,Crosscourt,Forehand,1.0,,,,,,,,,-66.3412675,-187.6604385,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-1,,8352928.0,,,166,,30,Ad,Gianluca Ballotta,Far,,,,,,,,,,-102.9427548,-369.2462489,Down the Line,Backhand,1.0,,,,,,,,,-103.0985017,404.8185203,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,28,,David Fix,David Fix,,,,,,,,Deep
0-0,1-0,1-1,,8354209.0,1.0,8354209.0,166,,31,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-89.11239611,486.5785816,Down the Line,Backhand,,,,,,,,,,-88.81334208,218.5322835,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,Gianluca Ballotta,,,,David Fix,1,,,
0-15,1-0,1-1,1.0,8389609.0,,,167,,1,Ad,Gianluca Ballotta,Far,1.0,Wide,-139.3730698,-172.9023349,,,,,,48.18199366,448.1970472,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Wide,
0-15,1-0,1-1,,8391039.0,,,167,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-174.4868657,-509.7926455,Crosscourt,Backhand,,,,,,,,,,70.82386264,414.8502843,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Deep
0-15,1-0,1-1,,8392308.0,,,167,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,86.34630906,480.5978839,Down the Line,Forehand,,,,,,,,,,136.0557251,-267.7949748,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-15,1-0,1-1,,8394138.0,,,167,,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,141.892044,-507.9984361,Crosscourt,Forehand,,,,,,,,,,-66.63029309,163.3059657,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-15,1-0,1-1,,8396008.0,,,167,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-108.3253828,493.1573491,Crosscourt,Forehand,,,,,,,,,,81.24084099,-293.7160652,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,Gianluca Ballotta,1.0,,,,,,,Short
0-15,1-0,1-1,,8397638.0,,,167,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,128.8840551,-530.7250875,Crosscourt,Forehand,,,,,,,,,,-129.7607776,315.0824475,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,28,,David Fix,David Fix,,,,,,,,Short
0-15,1-0,1-1,,8399138.0,,,167,,7,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-156.8437883,485.9805118,Down the Line,Backhand,,,,,,,,,,-59.67744969,-257.5675033,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,28,,David Fix,Gianluca Ballotta,,,,,,,,Short
